id,resistance,vitesse,satiete,vision,time_lived,food_eaten,distance_traveled,nb_minos,ratio_food
36.0,1.3165914085277666,6.575738895524257,1.0800464437234012,235.12298717039366,149.0,1.0,1604.4802905079146,40,0.1111111111111111
37.0,1.7357538486020863,7.149203233994558,1.027023988341264,250.69343241689754,113.0,0.0,943.6948268872795,40,0.1111111111111111
38.0,3.072986340342535,9.82148437021163,1.4900826681075985,269.79720530886885,129.0,1.0,2023.2257802635997,40,0.1111111111111111
39.0,1.2309557374628952,3.0543818158588856,1.0073182365793818,239.7525103242584,114.0,0.0,430.66783603610355,40,0.1111111111111111
0.0,1.9323284627889792,8.617979786325431,0.9561443957108106,308.95696609761495,106.0,0.0,1628.798179615502,40,0.07692307692307693
1.0,2.5964496925079885,7.6545568337381615,0.17671412189591207,163.2303383163133,135.0,1.0,1684.0025034223897,40,0.07692307692307693
2.0,2.05511881011102,9.54070871749004,1.3876481170794202,275.19879249973934,103.0,0.0,1135.3443373813143,40,0.07692307692307693
3.0,0.1,5.852880039288851,0.5640947646377152,313.6175757849683,11.0,0.0,128.7633608643547,40,0.07692307692307693
4.0,2.3400901779382934,7.173968617130052,1.2119733272303628,165.97279116696444,119.0,0.0,1406.0978489574873,40,0.07692307692307693
5.0,1.8202299612044714,11.639845945976242,1.5486538246438237,376.3377870268527,173.0,3.0,2921.601332440026,40,0.07692307692307693
6.0,0.6856318931003518,8.044734597565899,0.5565494052951521,148.52030453082082,67.0,0.0,587.2656256223105,40,0.07692307692307693
7.0,2.13421640595105,4.551073300135112,0.5003846596705228,158.90483575359934,126.0,0.0,837.3974872248631,40,0.07692307692307693
8.0,1.1880399396334789,7.781014989133607,0.47106700805632074,327.2952190965103,98.0,0.0,1206.0573233157093,40,0.07692307692307693
9.0,2.223510522958464,10.301712766411509,0.6929936474404428,294.5180558783992,98.0,0.0,1380.429510699143,40,0.07692307692307693
10.0,2.5099908647778806,8.016550766661044,0.8552784149987808,253.89764188468706,110.0,0.0,1242.5653688324612,40,0.07692307692307693
11.0,2.327546395204562,7.87242647748322,0.939936549806181,245.53358612912726,141.0,1.0,1676.826839703931,40,0.07692307692307693
12.0,1.6457044993985934,8.845721045610693,1.9355650904228003,170.10750258336728,152.0,1.0,1592.2297882099215,40,0.07692307692307693
13.0,2.7388575214594333,9.514757904730056,0.555831839491584,192.32974136633473,105.0,0.0,1408.1841699000436,40,0.07692307692307693
14.0,2.996898436054871,8.431905084541693,1.5573402712947253,261.8929803227727,108.0,0.0,1180.4667118358363,40,0.07692307692307693
15.0,3.5304719253061014,9.420153614637169,1.8750146304472528,261.8835138685482,135.0,1.0,1940.5516446152599,40,0.07692307692307693
16.0,1.9257461411907917,8.470873941933622,1.0491156646153246,254.04552989288095,135.0,1.0,1702.64566232866,40,0.07692307692307693
17.0,1.3908894470913835,6.691936127926349,1.6302201626550334,212.0393315703069,122.0,0.0,1345.0791617131963,40,0.07692307692307693
18.0,2.106570974510359,10.285288862412315,0.5026967033888876,237.77779889827684,126.0,1.0,1841.0667063718004,40,0.07692307692307693
19.0,1.4506875971560653,7.505912170413948,0.7799664508758399,270.1959562147275,137.0,1.0,1253.487332459126,40,0.07692307692307693
20.0,1.3093591511032274,9.255382791004342,1.1588932994929415,231.5095874800813,102.0,0.0,1342.030504695631,40,0.07692307692307693
21.0,1.790571499292148,6.787019737988455,0.5472501989939407,356.6912752790985,108.0,0.0,1411.7001055015946,40,0.07692307692307693
22.0,4.440632269729109,6.614115713436906,1.367502403877499,279.4211828955858,118.0,0.0,1494.790151236738,40,0.07692307692307693
23.0,0.1,8.719716158338567,1.8883851381097645,231.34413923201845,11.0,0.0,139.5154585334171,40,0.07692307692307693
24.0,3.881835697738519,7.968575927872728,1.4542188104285338,185.96457439493997,113.0,0.0,1649.4952170696558,40,0.07692307692307693
25.0,2.754270909576315,8.126921599034077,0.895239687006591,196.045035290717,137.0,1.0,2096.7457725508034,40,0.07692307692307693
26.0,3.0428474671825816,10.342541156635505,0.8465579423935279,230.97677920951304,100.0,0.0,1230.7623976396253,40,0.07692307692307693
27.0,1.5649902644916283,10.443985915479148,0.8561539791610955,223.93880112902227,131.0,1.0,2067.9092112648646,40,0.07692307692307693
28.0,3.5967615094006424,9.51882672638507,0.686590100832854,277.57929417298976,147.0,2.0,2303.5560677851827,40,0.07692307692307693
29.0,0.1,7.05532332478638,2.9990252693423782,333.9442171670484,11.0,0.0,112.88517319658212,40,0.07692307692307693
30.0,2.3530911783321553,11.01759435003422,0.9074024756272827,261.0386114726009,99.0,0.0,1487.3752372546173,40,0.07692307692307693
31.0,1.0086904183614362,5.89392920972712,0.8831501818374962,208.22446034080912,120.0,1.0,960.7104611855234,40,0.07692307692307693
32.0,2.88162688852957,11.025893318140177,0.8037172848917943,204.453975327457,100.0,0.0,1929.5313306745265,40,0.07692307692307693
33.0,3.276513271021349,6.276540541499729,0.841558934762672,232.14249424742695,122.0,0.0,1242.7550272169458,40,0.07692307692307693
34.0,3.0671671691345503,8.107619347500556,1.0943731788365705,255.3798792111697,163.0,2.0,2221.4877012151464,40,0.07692307692307693
35.0,3.601741454505772,9.656737840736904,0.7598921422138876,125.14700742090689,108.0,0.0,1294.002870658747,40,0.07692307692307693
36.0,3.107815976733416,7.493854099398502,0.9553912360636588,193.03072175303984,145.0,1.0,1768.5495674580468,40,0.07692307692307693
37.0,1.8069879412869254,9.836313669482646,1.309429548156651,185.81601907413403,105.0,0.0,1485.2833640918798,40,0.07692307692307693
38.0,2.257382552563732,9.770947785182884,1.4148106655478208,235.10155517617756,133.0,1.0,1446.1002722070687,40,0.07692307692307693
39.0,1.3885004420222302,8.141992743050508,1.2629526094984034,250.20605740916793,111.0,0.0,1416.706737290787,40,0.07692307692307693
0.0,1.2412488653924716,7.701468452577279,1.603920877664506,171.62910417661413,113.0,0.0,1571.099564325764,40,0.058823529411764705
